"","area_type","size","total_sqft","bath","balcony","price"
"9880","3",5,2800,5,3,130
"9881","1",3,1138,3,2,128
"9882","1",2,1113,2,1,70
"9883","3",3,1300,2,2,58
"9884","2",4,2400,4,1.58437573755015,350
"9885","3",2,1200,2,2,60
"9886","1",3,1900,3,2,190
"9887","1",4,5150,4,3,559
"9888","2",5,1200,5,1.58437573755015,290
"9889","1",4,2956,5,1.58437573755015,234
"9890","2",5,1100,5,1,165
"9891","1",2,1398,2,1,97
"9892","2",2,1152,1,0,66
"9893","2",4,1200,5,1.58437573755015,325
"9894","1",2,1110,2,2,44.95
"9895","3",2,1116,2,1,47
"9896","1",2,1061,2,1,33.84
"9897","1",1,620,1,1,86.8
"9898","1",3,1300,2,2,52
"9899","3",2,1270,2,2,57
"9900","1",2,966,2,2,50
"9901","2",4,1200,4,1,110
"9902","2",4,1320,4,3,249
"9903","1",4,3596,5,1,297
"9904","1",3,1630,3,2,131
"9905","1",5,600,6,3,72
"9906","2",4,600,4,2,60
"9907","1",2,1202,2,1,65
"9908","2",4,1200,4,2,250
"9909","3",2,1300,2,2,80
"9910","2",6,1200,6,2,330
"9911","1",3,1360,2,1,70
"9912","1",2,1155,2,1,69.18
"9913","1",3,2378,3,1,310
"9914","1",2,1011,2,2,38
"9915","3",2,1203,2,2,72
"9916","1",3,1645,3,2,113
"9917","1",3,1364,2,3,50
"9918","2",2,1200,1,1,36
"9919","3",1,1050,2,2,41
"9920","1",3,1365,3,3,66
"9921","1",3,1252,3,3,70
"9922","1",3,1221,3,2,65
"9923","3",2,1065,2,1,58
"9924","1",3,1270,2,1,55.25
"9925","3",2,1032,2,2,45
"9926","1",4,2900,4,2,325
"9927","1",3,1515,2,3,69
"9928","1",2,1427,2,2,52
"9929","1",2,940,2,2,50
"9930","2",5,800,5,1,95
"9931","1",3,1460,2,2,80
"9932","1",3,2275,4,2,175
"9933","1",3,1522,3,2,90
"9934","2",3,3210,4,2,380
"9935","1",2,1185,2,2,42.67
"9936","1",13,5425,13,0,275
"9937","3",3,1800,3,2,125
"9938","1",2,940,2,1,44
"9939","2",4,1200,4,2,135
"9940","1",3,1530,3,2,71
"9941","3",2,1050,2,1,48
"9942","1",2,929,2,2,49
"9943","3",4,3750,5,3,145
"9944","1",3,1530,3,3,75
"9945","2",2,900,2,1,48
"9946","1",2,978,2,1,34.22
"9947","3",4,4041,4,2,345
"9948","1",1,770,1,2,43.82
"9949","3",2,1066,2,3,55
"9950","1",1,635,1,0,28
"9951","1",2,1015,2,1,45
"9952","3",2,1175,2,0,54.05
"9953","2",4,1200,4,2,130
"9954","1",2,1188,2,1,50
"9955","2",5,2400,5,2,700
"9956","1",1,620,1,1,25
"9957","3",2,1210,2,0,75
"9958","2",3,1000,3,1,90
"9959","1",3,1500,2,1.58437573755015,99
"9960","2",4,1800,3,2,190
"9961","1",2,1185,2,2,43.66
"9962","3",3,1600,3,3,130
"9963","1",2,1100,2,1,28
"9964","1",2,1300,2,2,69.23
"9965","1",2,1100,2,1,68
"9966","1",2,860,2,1,28.93
"9967","1",2,1007,2,1,64
"9968","1",2,1100,2,2,48
"9969","1",2,1187,2,1,38
"9970","1",2,1150,2,2,72
"9971","1",3,2400,3,2,252
"9972","1",2,1180,2,3,41.94
"9973","1",3,1820,3,2,85.2
"9974","2",6,1200,6,3,180
"9975","2",3,2400,6,2,775
"9976","1",4,3628,4,1,246
"9977","3",3,1430,3,2,70
"9978","1",2,700,2,1,40
"9979","2",2,1200,1,0,70
"9980","1",2,1165,2,1,40.77
"9981","1",3,1569,3,2,118
"9982","1",3,1950,4,3,95
"9983","2",2,1200,3,1,70
"9984","1",3,2437,3,2,125
"9985","1",2,950,2,2,46.7
"9986","3",3,1685,3,3,115
"9987","1",4,3270,4,3,205
"9988","1",2,1314,2,2,110
"9989","1",3,1250,3,2,40
"9990","3",2,1130,2,2,68
"9991","2",6,1200,9,3,122
"9992","2",6,890,5,2,160
"9993","2",3,857,3,2,95
"9994","1",3,2247,3,1.58437573755015,145
"9995","1",3,1550,3,2,85
"9996","1",3,1715,2,2,100
"9997","1",2,1053,2,1,53
"9998","2",3,1200,3,0,50
"9999","2",3,1800,2,1,230
"10000","3",5,2400,4,0,97
"10001","1",2,1245,1,3,60
"10002","1",2,1320,2,1,160
"10003","2",4,3940,5,3,265
"10004","3",3,1241,2,1,65
"10005","3",3,2980,4,2,260
"10006","2",6,600,5,3,130
"10007","1",2,1090,2,2,57
"10008","1",3,1390,2,1,50
"10009","2",8,600,4,3,175
"10010","1",3,2750,5,2,275
"10011","1",3,1100,2,1,52.97
"10012","3",2,1350,2,2,103
"10013","3",2,800,2,2,55
"10014","1",3,1787,3,2,116
"10015","3",3,2400,3,2,220
"10016","1",4,3700,4,2,325
"10017","1",3,1691,3,2,93.01
"10018","1",4,2119,4,3,111
"10019","2",3,2325,3,1.58437573755015,95
"10020","2",5,570,5,0,80
"10021","1",3,1896,3,2,102
"10022","1",3,1540,3,2,48.51
"10023","1",2,1244,2,2,95
"10024","1",3,1365,2,2,65
"10025","1",1,580,1,1,27.5
"10026","1",3,1355,3,2,83.87
"10027","2",3,1500,4,2,180
"10028","1",2,1513,2,3,62
"10029","1",2,1175,2,1,41.13
"10030","1",3,2087,4,2,139
"10031","1",3,2273,3,2,145
"10032","1",3,2050,3,2,150
"10033","3",2,1200,2,1,75
"10034","1",2,1190,2,3,59
"10035","1",4,600,3,2,85
"10036","1",2,1019,2,2,49.86
"10037","1",3,1830,3,2,133
"10038","2",7,4278,7,1,299
"10039","1",2,1028,2,1,56
"10040","3",2,1300,2,2,100
"10041","1",2,1160,2,1,67
"10042","1",3,1505,3,2,78
"10043","1",2,1250,2,1,55.55
"10044","2",1,400,2,1,50
"10045","1",2,1175,2,1,41.68
"10046","1",2,1100,2,2,57.6
"10047","1",3,2159,3,2,120
"10048","1",2,1230,2,1,56.45
"10049","2",3,1200,4,2,180
"10050","3",5,3100,6,1,165
"10051","1",5,1554.94202937352,7,0,287
"10052","3",1,1200,1,0,48
"10053","1",2,1340,2,1,71
"10054","1",3,1750,2,2,89
"10055","1",2,1400,2,1,100
"10056","3",3,1350,3,0,60
"10057","1",3,1675,3,3,62
"10058","1",2,1340,2,1,66.33
"10059","3",2,600,1,0,68
"10060","1",2,1276,2,2,76
"10061","1",3,1738,2,3,76
"10062","1",2,1190,2,2,59.9
"10063","1",2,1128,2,1,65.45
"10064","1",2,1250,2,1,55
"10065","3",2,1450,2,2,90
"10066","1",2,1084,2,1,53
"10067","3",4,2150,4,2,90
"10068","3",4,6000,4,0,625
"10069","2",4,600,3,0,77
"10070","1",2,1250,2,2,65
"10071","2",3,2400,4,1,240
"10072","1",3,1304,3,0,65
"10073","1",3,1640,3,2,268
"10074","3",2,980,2,1,77.44
"10075","1",2,1275,2,2,49.5
"10076","2",1,10030,1,1,150
"10077","2",3,2500,4,0,140
"10078","3",4,3600,4,0,225
"10079","2",3,2400,4,0,95
"10080","1",3,2300,3,2,280
"10081","1",3,1450,2,2,70.18
"10082","1",2,890,2,1,40
"10083","1",2,1340,2,3,85
"10084","1",3,1100,2,1,75
"10085","1",2,750,2,1,40
"10086","2",4,700,4,2,125
"10087","1",2,1300,2,2,66
"10088","1",2,1301,2,1,120
"10089","3",9,3200,8,1,130
"10090","2",3,1900,2,1.58437573755015,92
"10091","1",2,1299,2,1,105
"10092","1",3,1250,3,3,40
"10093","2",4,1600,4,2,300
"10094","1",2,925,2,1,55
"10095","2",3,3900,3,3,250
"10096","1",2,1107,2,1,45
"10097","2",2,1400,2,2,160
"10098","1",2,1300,2,1,67
"10099","3",2,570,2,1,62
"10100","1",3,1715,3,2,95
"10101","3",2,1200,2,1,55
"10102","2",6,1200,5,1,280
"10103","1",2,703,2,1,60
"10104","1",2,921,2,2,29.47
"10105","1",2,1144,2,2,65
"10106","1",1,525,1,1,26.01
"10107","1",3,1400,2,2,56
"10108","1",1,661,1,1,33
"10109","2",6,1200,6,2,160
"10110","3",5,1200,5,2,70
"10111","1",3,1705,3,1,91
"10112","2",5,1035,5,1,170
"10113","1",3,1430,2,0,55
"10114","1",2,1240,2,2,55
"10115","1",3,1325,2,2,60.8
"10116","1",2,1230,2,2,44
"10117","1",2,1000,2,3,28
"10118","2",4,740,2,1,24.5
"10119","1",3,1330,2,2,46.45
"10120","1",4,3005,5,1.58437573755015,275
"10121","1",3,1300,3,2,170
"10122","1",2,1243,2,2,46
"10123","3",4,936,2,1,60.84
"10124","1",3,1500,2,2,100
"10125","2",3,1200,4,1,156
"10126","3",2,1073,2,2,72
"10127","3",2,1300,2,2,56
"10128","2",4,4201,4,3,435
"10129","3",2,1065,2,1,30.75
"10130","1",2,1216,2,1,66.88
"10131","3",3,1252,3,2,59
"10132","1",2,1196,2,1,44.8
"10133","3",2,1027,2,2,44
"10134","2",3,610,2,1,75
"10135","1",3,1270,2,2,57.15
"10136","1",2,1171,2,2,39
"10137","1",3,1215,2,3,48.6
"10138","2",1,600,1,0,20
"10139","1",2,1180,2,1,77
"10140","3",2,1160,2,1,33.51
"10141","2",4,4382,4,3,400
"10142","1",3,2140,3,2,139
"10143","1",3,1500,3,1,100
"10144","1",2,1008,2,2,52
"10145","1",3,1921,4,3,129
"10146","1",2,1127,2,2,32
"10147","1",3,1621,3,1,124
"10148","2",3,2400,3,0,360
"10149","1",3,1030,2,2,77.25
"10150","1",2,1314,2,1,84
"10151","1",3,1220,3,1,56
"10152","2",4,600,3,1,97
"10153","3",3,1590,2,3,85
"10154","1",2,703,2,1,49.5
"10155","1",3,1795,3,2,64.62
"10156","3",4,3000,3,0,132
"10157","1",4,4395,4,2,242
"10158","1",2,825,2,1,35
"10159","1",4,4025,6,1,350
"10160","1",3,1254,2,1,70
"10161","3",3,2040,3,2,114
"10162","1",3,2215,4,2,154
"10163","1",2,1478,2,2,125
"10164","1",3,2475,4,3,337
"10165","1",3,1669,3,2,298
"10166","1",3,1820,3,2,79.5
"10167","1",3,1623,3,1,89
"10168","1",2,1243,2,2,46
"10169","1",2,1200,2,2,40.5
"10170","1",3,1613,3,3,72
"10171","1",2,1293,2,2,80
"10172","1",2,1065,2,2,28.5
"10173","1",2,940,2,1,69.57
"10174","1",3,1181,2,1,65
"10175","1",3,2215,3,2,275
"10176","3",1,1100,2,1.58437573755015,75
"10177","1",2,1050,2,1,36
"10178","1",3,1260,2,1,75
"10179","1",5,2800,3,2,425
"10180","1",3,1500,3,2,56
"10181","2",6,1200,6,3,132
"10182","2",2,1000,2,0,66
"10183","1",3,1530,3,3,73
"10184","1",2,1140,2,2,46
"10185","1",3,1864,3,3,115
"10186","3",3,1575,3,3,55
"10187","2",3,1200,3,1.58437573755015,105
"10188","1",2,945,2,1,45
"10189","1",3,1691,3,2,100
"10190","2",2,1200,2,3,135
"10191","3",3,1220,3,1,35.25
"10192","3",1,600,1,1,35
"10193","1",2,1160,2,2,39
"10194","1",3,1950,2,1.58437573755015,89.5
"10195","1",3,1650,3,1,85
"10196","3",4,2400,4,1,150
"10197","1",2,795,1,1,32.6
"10198","2",5,800,5,1,95
"10199","2",5,1400,5,1,97
"10200","1",3,2285,4,1,165
"10201","1",2,1243,2,2,46
"10202","1",2,1263,2,1,51.5
"10203","1",5,1200,4,2,115
"10204","1",3,1345,2,1,69
"10205","3",5,4400,5,3,240
"10206","1",3,1360,2,1,58
"10207","1",2,1026,2,1,60.55
"10208","1",2,1050,2,2,38
"10209","1",3,1460,3,3,76
"10210","1",3,1525,2,2,91.48
"10211","3",3,1843,3,2,85
"10212","1",2,1000,2,3,25
"10213","1",3,1642,2,1,115
"10214","2",3,1200,2,0,66
"10215","1",2,975,2,1,60
"10216","1",3,1075,2,1,44
"10217","1",2,1210,2,1,77.93
"10218","1",3,2000,3,2,100
"10219","1",2,1225,2,0,68
"10220","1",2,1290,2,1,80.04
"10221","3",2,1220,2,0,56
"10222","2",1,1500,2,0,85
"10223","1",2,1361,2,2,79
"10224","2",5,2801.25,4,1,462
"10225","3",2,1394,2,2,85
"10226","1",2,870,2,1,27
"10227","2",4,5000,5,3,300
"10228","1",2,1222,2,2,98
"10229","1",2,1420,2,1,99.39
"10230","1",3,1846,3,2,135
"10231","2",2,1688.12,2,1,270
"10232","1",2,1167,2,2,64.08
"10233","1",2,902,2,2,25
"10234","1",4,2422,4,3,135
"10235","1",2,1050,2,2,52.5
"10236","3",2,1000,2,0,50
"10237","3",2,1260,2,0,58
"10238","3",3,3000,3,2,450
"10239","1",2,939,2,2,39
"10240","2",9,1590,6,1,150
"10241","2",1,600,1,0,37
"10242","3",2,1298,2,1,59
"10243","1",3,1710,3,2,135
"10244","1",2,1000,2,1,45
"10245","1",3,3350,3,3,150
"10246","2",2,1200,4,1,138
"10247","3",2,1100,2,2,68
"10248","1",1,615,1,1,46
"10249","1",2,1350,2,1,85
"10250","3",4,5000,5,2,325
"10251","1",3,2700,3,1,501
"10252","2",6,4000,6,2,460
"10253","1",3,1718,3,2,130
"10254","1",3,1680,3,2,112
"10255","2",2,1500,2,0,90
"10256","1",3,1157,2,1,72
"10257","1",2,1179,2,1,51
"10258","1",2,1554.94202937352,2,0,60.48
"10259","1",2,1105,2,2,28.18
"10260","1",3,1800,3,2,175
"10261","1",2,1010,2,1,52
"10262","1",1,630,1,1,46
"10263","2",2,1200,2,1,36.1
"10264","1",2,1025,2,1,60
"10265","1",2,1195,2,2,59
"10266","1",2,1012,2,1,58
"10267","1",3,1884,4,2,118
"10268","1",2,1090,2,1,37
"10269","1",3,1300,3,2,77.99
"10270","1",4,2950,4,2,250
"10271","1",3,1710,3,3,85
"10272","1",3,1500,3,1,68
"10273","1",3,1310,2,2,53
"10274","1",2,674,1,1,19.9
"10275","3",3,1350,3,2,70
"10276","3",3,1464,2,2,115
"10277","3",3,715,2,1,29
"10278","3",3,1400,2,1,40.45
"10279","1",3,1625,2,2,48.75
"10280","3",2,1065,2,1,30.76
"10281","2",6,510,4,1,70
"10282","1",3,1385,3,3,90
"10283","1",2,1040,2,1,50
"10284","1",3,1817,3,2,110
"10285","1",2,1205,2,1,47
"10286","1",2,1070,2,2,33.43
"10287","1",2,1070,2,1,52
"10288","1",2,1340,2,1,75
"10289","1",2,980,2,2,35
"10290","3",2,1006,2,0,44
"10291","1",2,1098,2,1,71
"10292","3",2,1200,2,1,53.5
"10293","1",4,4190,4,1.58437573755015,325
"10294","1",2,1019,2,1,62
"10295","1",2,1150,2,2,40.21
"10296","2",3,1733.5,3,1,120
"10297","1",2,1415,2,2,120
"10298","3",3,1750,3,2,58
"10299","1",3,1537,3,2,81
"10300","3",2,1050,2,2,45
"10301","1",3,1452,3,3,55.6
"10302","1",2,1246,2,1,95
"10303","3",3,1890,4,2,85
"10304","1",2,972,2,1,40
"10305","2",4,10624,4,2,2340
"10306","2",4,1500,5,3,160
"10307","1",1,630,1,1,33.7
"10308","2",8,1050,5,0,80
"10309","3",3,1255,2,1,60
"10310","2",4,1900,4,2,185
"10311","2",3,2440,3,1,142
"10312","1",3,1938,3,3,92.69
"10313","1",3,1711,3,2,125
"10314","2",5,1200,4,3,240
"10315","1",2,1392,2,1,95
"10316","1",2,1225,2,1,77
"10317","1",4,3418,3,1.58437573755015,235
"10318","1",3,1750,3,2,120
"10319","1",3,1260,2,1,80
"10320","1",1,691,1,1,31.1
"10321","2",4,2400,3,2,400
"10322","1",2,1285,2,1,78
"10323","3",3,1590,3,2,96
"10324","1",3,1571,3,2,65
"10325","3",5,2800,5,1,220
"10326","1",2,1060,2,1,48.66
"10327","1",2,1255,2,1,58
"10328","2",4,702,4,0,65
"10329","2",3,2400,2,2,185
"10330","1",3,1520,2,3,81
"10331","1",3,1554.94202937352,2.69260964746735,1.58437573755015,70.99
"10332","1",2,1170,2,1,45.51
"10333","1",3,1580,3,2,75
"10334","1",3,1777.26,3,2,89
"10335","1",2,1303,2,2,55.78
"10336","3",2,1680,2,3,59
"10337","3",3,1495,2,1.58437573755015,70
"10338","1",3,1835,3,1,108
"10339","2",3,610,3,1,60
"10340","3",2,1080,2,2,38
"10341","3",2,1025,2,1,29.61
"10342","1",2,1225,2,1,67.48
"10343","1",1,656,1,1,34.77
"10344","1",2,994,2,2,45
"10345","1",2,1025,2,1,65
"10346","3",2,1156,2,2,52
"10347","1",2,1250,2,2,60
"10348","3",4,3092,4,3,230
"10349","1",3,1930,4,2,122
"10350","3",2,1020,2,1,70
"10351","3",3,1310,2,1,70
"10352","1",1,1554.94202937352,1,0,27.565
"10353","3",2,1322,2,3,70
"10354","1",2,1160,2,2,57
"10355","1",2,1100,2,2,48
"10356","3",3,1720,3,3,150
"10357","1",3,1689,3,2,103
"10358","1",2,1090,2,1,47.42
"10359","1",2,2000,2,0,75
"10360","1",2,1155,2,2,69
"10361","3",6,4000,6,0,230
"10362","3",4,3913,5,0,176
"10363","1",3,3520,5,2,320
"10364","1",2,1125,2,2,39.98
"10365","3",3,1847,3,3,92
"10366","1",3,1515,2,1,76
"10367","2",8,3450,7,2,225
"10368","2",5,2500,3,1,120
"10369","3",2,1130,2,2,55
"10370","1",2,1049,2,1,51
"10371","1",3,2650,4,0,175
"10372","1",2,850,2,1,25.4
"10373","1",3,1842,3,2,115
"10374","2",5,2600,5,3,370
"10375","1",2,1282,2,1,72
"10376","1",2,800,2,1,40
"10377","2",4,1200,4,2,240
"10378","1",3,1190,2,2,30.35
"10379","1",3,1318,2,1,68
"10380","1",2,1698,2,1,105
"10381","1",3,2030,2,1,182
"10382","1",3,1276,2,1,31.9
"10383","1",3,1555,2,1,67
"10384","1",3,1881,3,2,145
"10385","1",3,2900,3,2,325
"10386","1",3,1890,3,2,109
"10387","1",5,900,5,1.58437573755015,135
"10388","1",2,935,2,1,32
"10389","1",2,1000,2,3,58
"10390","1",3,1510,3,2,75
"10391","3",2,1120,2,1,50
"10392","1",2,930,2,1,25.99
"10393","1",3,1160,2,2,42
"10394","1",2,1419,2,2,48.1
"10395","1",2,1175,2,2,62
"10396","3",3,1350,2,1,63
"10397","1",3,2215,3,2,330
"10398","1",2,996,2,1,24.9
"10399","1",2,1076,2,1,30.13
"10400","1",4,2180,4,3,115
"10401","1",3,1715,3,3,112
"10402","1",2,1072,2,2,45
"10403","1",2,1230,2,1,80
"10404","1",3,1600,2,1,65
"10405","1",3,1411,3,1,93.25
"10406","3",5,3600,5,3,145
"10407","1",3,2404,3,2,138
"10408","2",4,1200,4,1.58437573755015,190
"10409","2",3,1200,3,2,226
"10410","3",3,1208,3,1,45
"10411","2",5,1700,5,2,300
"10412","1",2,1225,2,1,69.84
"10413","1",2,1162,2,1,69
"10414","1",3,1262,2,1,65
"10415","1",2,1050,2,2,35
"10416","3",2,1160,2,1,33.51
"10417","2",3,1500,3,1,61.95
"10418","1",3,1610,3,3,85
"10419","1",2,1340,2,2,41
"10420","1",3,2275,4,2,182
"10421","1",2,1162,2,1,58
"10422","3",2,1500,2,0,145
"10423","2",4,3150,3,1,135
"10424","1",2,1170,2,2,65
"10425","1",2,980,2,1,25
"10426","3",3,1800,3,2,60
"10427","1",3,1423,2,1,71.73
"10428","1",2,1106,2,3,40
"10429","3",2,1105,2,2,27.6
"10430","2",4,7500,6,2,1800
"10431","1",2,1255,2,1,56.7
"10432","1",3,1525,2,2,65
"10433","1",2,1061,2,1,38.95
"10434","2",2,600,2,2,29.5
"10435","1",3,1400,2,2,40.45
"10436","1",3,2100,3,2,145
"10437","1",2,660,1,1,16.5
"10438","3",2,633,1,1,18
"10439","1",2,1260,2,3,120
"10440","1",2,1554.94202937352,2,0,55.43
"10441","1",3,2047,3,2,67.55
"10442","3",4,2597,4,3,189
"10443","3",2,1211,2,1,63
"10444","1",3,1904,3,2,129
"10445","1",2,1205,2,1,73.87
"10446","1",2,1164,2,2,64.08
"10447","1",2,1410,2,2,73
"10448","3",2,1150,2,1,42
"10449","1",2,1170,2,2,53.11
"10450","3",2,1420,2,1,62
"10451","1",2,1125,2,2,45
"10452","3",3,1789,3,3,75
"10453","1",2,1021,2,1,76
"10454","1",2,1074,2,2,26.85
"10455","1",2,1222,2,3,48
"10456","1",3,1981,3,1,134
"10457","3",2,1103,2,2,55
"10458","1",2,1201,2,1,65
"10459","1",2,970,2,1,36
"10460","1",2,920,2,2,33
"10461","1",3,1520,3,3,85
"10462","2",3,675,3,2,75
"10463","1",3,1268,2,1,75
"10464","1",1,660,1,0,30
"10465","1",3,1755,3,2,115
"10466","1",2,945,2,1,35
"10467","4",1,500,1,1,33
"10468","1",4,1554.94202937352,4,0,153.5
"10469","3",4,1632,3,0,140
"10470","1",2,1167,2,2,37.5
"10471","1",2,1276,2,2,80
"10472","3",2,1234,2,2,51
"10473","1",2,1180,2,1,75
"10474","1",3,1370,2,2,87
"10475","1",2,1015,2,2,25.88
"10476","2",9,1200,9,3,230
"10477","3",3,1400,3,1,90
"10478","2",5,1500,6,3,155
"10479","2",2,1050,2,0,40
"10480","1",2,1251,2,1,46
"10481","1",3,1677,3,1.58437573755015,92.13
"10482","1",2,1346,2,1,67.38
"10483","3",2,1090,2,1,31.48
"10484","2",5,1200,4,3,240
"10485","1",3,1290,2,3,51.1
"10486","1",5,7514,7,1.58437573755015,1500
"10487","1",3,1881,3,2,145
"10488","1",2,1150,2,2,52
"10489","2",2,1554.94202937352,2,2,200
"10490","3",3,2690,3,2,295
"10491","1",3,1200,2,2,42
"10492","1",2,1554.94202937352,2,2,40
"10493","1",3,2735,4,2,340
"10494","3",2,950,2,0,65
"10495","3",3,1491,3,3,40.5
"10496","1",2,1050,2,1,51.66
"10497","1",3,1660,3,2,131
"10498","1",2,1134,2,2,55
"10499","3",2,1100,2,1,60
"10500","2",4,800,4,1.58437573755015,60
"10501","2",2,1200,2,1,36.1
"10502","2",4,1200,4,3,240
"10503","2",3,980,3,1,80
"10504","1",2,1080,2,1,37.8
"10505","1",1,705,2,1,50
"10506","1",3,1200,2,2,35
"10507","1",2,1200,2,1,50
"10508","1",3,1804,3,2,127
"10509","3",2,750,2,0,20
"10510","1",2,420,1,1,25
"10511","3",4,2800,4,2,252
"10512","1",2,1090,2,2,38.37
"10513","2",2,1500,2,0,230
"10514","3",3,1287,3,1,55
"10515","1",3,2215,4,2,157
"10516","2",4,2800,4,1.58437573755015,375
"10517","3",2,1045,2,2,42.15
"10518","1",2,1263,2,1,47.36
"10519","1",3,1431,3,2,85
"10520","1",2,999,2,2,32.9
"10521","1",3,1650,3,2,85.5
"10522","1",3,1535,3,1,72
"10523","1",4,2524,5,2,180
"10524","1",3,1300,3,2,69
"10525","2",3,600,3,2,125
"10526","1",3,2095,3,2,150
"10527","1",1,284,1,1,8
"10528","1",1,500,1,1,14
"10529","1",2,1265,2,2,68
"10530","1",2,1215,2,1,44.96
"10531","2",2,2200,2,0,180
"10532","3",2,1028,2,1,51
"10533","1",3,1835,2,1.58437573755015,92
"10534","1",3,1800,3,3,65
"10535","1",3,2077,3,3,175
"10536","2",4,2880,3,2,211
"10537","3",6,499,5,0,89
"10538","1",2,708,2,1,31.15
"10539","1",2,1200,2,3,120
"10540","3",2,925,2,1,46.25
"10541","3",3,2826,3,1,148
"10542","4",1,1554.94202937352,1,0,33.66
"10543","3",4,3500,4,0,150
"10544","2",4,5400,4,1.58437573755015,250
"10545","2",4,1000,5,2,200
"10546","3",3,1450,2,1,90
"10547","1",2,1100,2,1,65
"10548","1",2,1185,2,3,55
"10549","3",4,1900,4,2,80
"10550","2",2,1200,2,1,70
"10551","1",1,660,1,1,35
"10552","1",3,1920,4,2,121
"10553","2",2,1200,2,0,130
"10554","3",4,3418,2.69260964746735,1.58437573755015,222
"10555","1",4,4550,2,1,240
"10556","1",2,1205,2,1,68.32
"10557","1",2,1200,2,2,46
"10558","1",3,1421,2,2,73
"10559","1",3,1250,3,3,48.9
"10560","1",1,524,1,1,29
"10561","3",5,4200,5,1.58437573755015,245
"10562","1",3,1540,3,1.58437573755015,90
"10563","1",2,984,2,1,45.91
"10564","1",2,985,2,1,50.17
"10565","3",4,2830,4,3,161
"10566","1",2,1140,2,3,60
"10567","3",5,3600,5,3,130
"10568","1",3,1410,2,3,44.42
"10569","1",3,1700,2,2,86
"10570","1",2,1554.94202937352,2,0,62.425
"10571","2",4,1800,3,2,700
"10572","1",2,1333,2,1,86.65
"10573","1",2,1258,2,1,85.5
"10574","1",3,1458,2,2,87
"10575","3",2,1386,2,1,85
"10576","3",2,1140,2,1,32.92
"10577","3",2.8055074862689,550,1,1,27
"10578","1",2,1200,2,3,83
"10579","1",2,1081,2,1,39
"10580","1",4,2135,3,2,149
"10581","3",4,2500,4,0,100
"10582","1",2,1178,2,1,80
"10583","1",2,991,2,2,40
"10584","1",3,1493,2,3,90
"10585","1",3,2495,3,3,130
"10586","1",2,1080,2,1,31.99
"10587","1",2,814,2,1,53
"10588","1",2,1025,2,1,50
"10589","1",2,1115,2,1,61
"10590","1",4,3075,2,3,188
"10591","2",7,1900,3,0,162
"10592","1",3,1760,3,2,160
"10593","1",7,4000,8,1,150
"10594","3",4,3090,4,1.58437573755015,350
"10595","3",4,2700,4,3,295
"10596","1",2,1175,2,2,52.86
"10597","1",4,4235,5,3,364
"10598","1",2,1100,2,2,45
"10599","2",8,1200,7,1,175
"10600","1",2,1450,2,2,50.75
"10601","1",3,1810,3,3,131
"10602","1",3,1426,2,3,71
"10603","3",3,2400,2,3,195
"10604","3",2,1100,2,1,70
"10605","1",1,650,1,1,35
"10606","1",3,1350,3,2,47.25
"10607","1",2,900,2,1,27
"10608","1",2,1360,2,3,110
"10609","1",1,674,1,1,36.85
"10610","1",3,1655,3,2,110
"10611","2",2,1300,2,2,95
"10612","3",1,936,1,0,53
"10613","1",2,1277,2,2,92
"10614","1",2,1200,2,1,54
"10615","1",2,1015,2,1,39.08
"10616","1",2,1153,2,2,60
"10617","1",2,1035,2,1,51.5
"10618","3",5,3300,3,1,255
"10619","1",2,1150,2,1,46
"10620","1",2,1020,2,1,80
"10621","1",4,1554.94202937352,6,0,212.5
"10622","1",2,1160,2,1,95
"10623","1",3,1075,2,1,31
"10624","3",2,1225,2,2,72
"10625","2",4,5000,5,3,950
"10626","2",2,1600,2,1,160
"10627","2",2,600,1,0,90
"10628","3",3,1350,3,2,60
"10629","1",3,1300,3,1,69
"10630","1",2,830,2,1,36.28
"10631","1",2,1155,2,1,69.18
"10632","1",4,3126,5,3,345
"10633","1",2,905,2,2,55
"10634","1",3,1375,2,0,75
"10635","2",2.8055074862689,1575,2.69260964746735,1.58437573755015,31.11
"10636","1",2,1140,2,2,33.84
"10637","1",3,1550,2,2,60
"10638","1",2,957,2,1,55
"10639","3",2,890,2,2,45
"10640","1",4,3000,4,2,235
"10641","1",2,1070,2,1,55
"10642","2",5,2400,5,1,150
"10643","2",4,2400,4,2,595
"10644","1",2,925,2,1,37
"10645","3",2,1415,2,2,60
"10646","2",1,500,2,0,80
"10647","1",2,1225,2,1,37
"10648","3",4,2000,4,0,90
"10649","1",1,840,1,1,57
"10650","2",9,1560,9,1.58437573755015,200
"10651","1",3,1732,3,1,112
"10652","2",1,1200,1,0,45
"10653","1",2,1260,2,1,69.9
"10654","1",2,1092,2,1,49
"10655","1",2,827,2,0,34
"10656","1",2,1357,2,2,54
"10657","1",2,650,1,1,40
"10658","1",3,1370,2,1,54.79
"10659","1",3,1725,3,2,106
"10660","3",2,1000,2,0,70
"10661","2",1,1350,1,0,55
"10662","2",4,3200,4,2,350
"10663","1",3,1717,3,2,110
"10664","1",2,700,2,1,34
"10665","1",2,800,2,1,32
"10666","1",3,2367,4,3,340
"10667","1",3,1415,2,1,65
"10668","1",3,1976,3,1,145
"10669","1",2,883,2,1,37.01
"10670","1",1,700,1,1,38
"10671","1",3,1445,3,1,50
"10672","1",3,2082,3,2,104
"10673","1",2,1140,2,2,46
